"SM"|No |"73896204"|"137064021"
"CL"|Yes|"73896204"|"137064022"
"SC-SM"|No |"73896204"|"137064023"
"ML"|No |"73896204"|"137064024"
"SM"|No |"73896205"|"137064025"
"SC"|Yes|"73896205"|"137064026"
"SM"|Yes|"73896208"|"137064032"
"SC"|Yes|"73896209"|"137064033"
"SC"|Yes|"73896210"|"137064034"
"SC"|Yes|"73896212"|"137064036"
"SC"|Yes|"73896213"|"137064037"
"SM"|Yes|"73896211"|"137064035"
"SC-SM"|No |"73896215"|"137064038"
"SM"|Yes|"73896215"|"137064039"
"ML"|No |"73896215"|"137064040"
"SC"|Yes|"73896216"|"137064041"
"ML"|No |"73896217"|"137064042"
"SM"|No |"73896217"|"137064043"
"CL"|Yes|"73896217"|"137064044"
"SC-SM"|No |"73896217"|"137064045"
"SM"|No |"73896218"|"137064046"
"SC"|Yes|"73896218"|"137064047"
"CL"|Yes|"73896219"|"137064048"
"SC"|No |"73896219"|"137064049"
"CL"|Yes|"73896220"|"137064050"
"SC"|No |"73896220"|"137064051"
"SC-SM"|No |"73896220"|"137064052"
"SC"|Yes|"73896222"|"137064055"
"SC"|Yes|"73896223"|"137064056"
"SC-SM"|No |"73896223"|"137064057"
"SC-SM"|No |"73896221"|"137064053"
"SM"|Yes|"73896221"|"137064054"
"SC-SM"|No |"73896225"|"137064058"
"SM"|Yes|"73896225"|"137064059"
"SC"|Yes|"73896226"|"137064060"
"SC"|Yes|"73896228"|"137064062"
"SC"|Yes|"73896229"|"137064063"
"SM"|Yes|"73896227"|"137064061"
"SC-SM"|No |"73896232"|"137064070"
"CL"|No |"73896232"|"137064071"
"CL-ML"|No |"73896232"|"137064072"
"SM"|No |"73896232"|"137064073"
"SC"|Yes|"73896232"|"137064074"
"SC-SM"|No |"73896231"|"137064067"
"SM"|No |"73896231"|"137064068"
"SC"|Yes|"73896231"|"137064069"
"OL"|No |"73896230"|"137064064"
"SM"|Yes|"73896230"|"137064065"
"OH"|No |"73896230"|"137064066"
"ML"|No |"73896060"|"137063785"
"SM"|Yes|"73896060"|"137063786"
"SC"|Yes|"73896061"|"137063787"
"SC"|Yes|"73896063"|"137063788"
"SC"|Yes|"73896064"|"137063789"
"SC"|Yes|"73896065"|"137063790"
"SC"|Yes|"73896067"|"137063793"
"SC"|Yes|"73896066"|"137063791"
"SM"|No |"73896066"|"137063792"
"CL"|Yes|"73896068"|"137063794"
"CH"|No |"73896071"|"137063799"
"CL"|Yes|"73896071"|"137063800"
"SM"|No |"73896069"|"137063795"
"SC"|Yes|"73896069"|"137063796"
"CL"|Yes|"73896070"|"137063797"
"SC"|No |"73896070"|"137063798"
"SC"|Yes|"73896073"|"137063802"
"SC"|Yes|"73896075"|"137063804"
"SM"|Yes|"73896074"|"137063803"
"SC"|Yes|"73896072"|"137063801"
"SM"|Yes|"73896926"|"137065262"
"MH"|No |"73896926"|"137065263"
"OH"|No |"73896926"|"137065264"
"SC"|Yes|"73896927"|"137065265"
"CL"|No |"73896927"|"137065266"
"CL"|Yes|"73896928"|"137065267"
"SC"|No |"73896928"|"137065268"
"CL"|No |"73896932"|"137065274"
"SC"|Yes|"73896932"|"137065275"
"SC"|Yes|"73896929"|"137065269"
"SC"|Yes|"73896930"|"137065270"
"CL"|No |"73896930"|"137065271"
"CH"|No |"73896931"|"137065272"
"CL"|Yes|"73896931"|"137065273"
"SC"|Yes|"73896935"|"137065278"
"SC-SM"|No |"73896934"|"137065276"
"SM"|Yes|"73896934"|"137065277"
"SM"|Yes|"73896936"|"137065279"
"SC-SM"|No |"73896936"|"137065280"
"CL"|Yes|"73896938"|"137065283"
"SM"|No |"73896939"|"137065284"
"SC"|Yes|"73896939"|"137065285"
"SC-SM"|No |"73896937"|"137065281"
"SC"|Yes|"73896937"|"137065282"
"SM"|Yes|"73896105"|"137063858"
"SC"|Yes|"73896107"|"137063862"
"SM"|No |"73896107"|"137063863"
"SC"|Yes|"73896106"|"137063859"
"SC-SM"|No |"73896106"|"137063860"
"CL"|No |"73896106"|"137063861"
"CL"|No |"73896110"|"137063868"
"SC-SM"|Yes|"73896110"|"137063869"
"CL"|Yes|"73896109"|"137063866"
"SC"|No |"73896109"|"137063867"
"OH"|No |"73896108"|"137063864"
"SM"|Yes|"73896108"|"137063865"
"SC-SM"|No |"73896112"|"137063870"
"ML"|Yes|"73896112"|"137063871"
"SC"|No |"73896113"|"137063872"
"CL"|Yes|"73896113"|"137063873"
"SC-SM"|No |"73896116"|"137063878"
"SC"|Yes|"73896116"|"137063879"
"CL"|No |"73896115"|"137063876"
"SC"|Yes|"73896115"|"137063877"
"SM"|Yes|"73896114"|"137063874"
"OH"|No |"73896114"|"137063875"
"SC"|Yes|"73896118"|"137063883"
"CL"|No |"73896118"|"137063884"
"SC-SM"|No |"73896120"|"137063887"
"SC"|Yes|"73896120"|"137063888"
"SC-SM"|No |"73896117"|"137063880"
"SC"|Yes|"73896117"|"137063881"
"ML"|No |"73896117"|"137063882"
"SC"|Yes|"73896119"|"137063885"
"SC-SM"|No |"73896119"|"137063886"
"SC-SM"|No |"73896122"|"137063889"
"SM"|Yes|"73896122"|"137063890"
"SC"|Yes|"73896123"|"137063891"
"SC-SM"|No |"73896123"|"137063892"
"CL"|No |"73896123"|"137063893"
"SC"|Yes|"73895860"|"137063426"
"SM"|No |"73895860"|"137063427"
"GM"|No |"73895861"|"137063428"
"SC-SM"|Yes|"73895861"|"137063429"
"SP"|No |"73895861"|"137063430"
"SC"|No |"73895861"|"137063431"
"GM"|No |"73895859"|"137063424"
"SM"|Yes|"73895859"|"137063425"
"SC"|Yes|"73895863"|"137063432"
"SM"|No |"73895863"|"137063433"
"SC"|Yes|"73895864"|"137063434"
"CL"|No |"73895864"|"137063435"
"SC"|Yes|"73895865"|"137063436"
"SM"|No |"73895865"|"137063437"
"SC"|Yes|"73895867"|"137063440"
"SM"|No |"73895867"|"137063441"
"SC-SM"|No |"73895866"|"137063438"
"SM"|Yes|"73895866"|"137063439"
"SC-SM"|No |"73895869"|"137063442"
"SC"|Yes|"73895869"|"137063443"
