cs,yr,month,day,hour,tmin_open,tmax_open,tavg_open,rhmin_open,rhmax_open,rhavg_open,min_vp_open,max_vp_open,avg_vp_open,mean_wind,max_wind_speed,max_wind_time,mean_wind_vector,mean_wind_dir,std_dev_wind_dir,par,totalsolar
28,2022,8,2,800,18.55,20.11,19.3,86,92.6,89.9,19.58,20.72,20.12,1.06,1.68,742,0.96,8.79,25.43,87.9,8.08
28,2022,8,2,900,19.57,20.38,20.03,82.5,95.1,91.3,19.41,22.36,21.38,1.17,1.79,821,1.1,39.46,19.69,443.4,9.1
28,2022,8,2,1000,20.31,22.89,21.45,81,92.2,87.5,20.29,24.06,22.35,1.04,1.77,920,0.83,68.16,36.35,1201,42.1
28,2022,8,2,1100,22.61,24.04,23.56,77.24,88.5,82.4,22.54,25.08,23.93,0.85,1.43,1042,0.63,99.9,41.63,1566,64.48
28,2022,8,2,1200,23.87,25.46,24.55,69.11,84.5,77.08,21.78,25.92,23.76,0.8,1.2,1111,0.59,112.5,41.24,1718,68.09
28,2022,8,2,1300,24.24,25.9,25.33,64.31,74.73,70.13,20.39,24.17,22.64,0.65,1.2,1220,0.47,58.79,42.71,1354,58.43
28,2022,8,2,1400,23.73,26.27,25.07,62.95,74.19,68.16,18.95,23.43,21.69,0.66,1.16,1359,0.41,34.64,50.47,1016,34.85
28,2022,8,2,1500,23.09,23.94,23.57,58.49,72.23,66.44,16.86,21.12,19.32,0.81,1.6,1431,0.68,16.26,32.73,174.6,7.62
28,2022,8,2,1600,22.48,23.63,23.09,60.65,75.21,68.4,17.66,20.87,19.29,0.81,1.51,1508,0.68,0.36,32.13,101.7,4.65
28,2022,8,2,1700,22.95,23.5,23.2,69.93,77.88,73.5,19.67,22.17,20.9,0.54,1.01,1603,0.4,0.73,40.71,71.02,3.18
28,2022,8,2,1800,22.68,23.26,23.01,69.08,75.95,72.16,19.51,21.04,20.27,0.46,0.71,1749,0.36,287.2,36.34,46.58,1.71
28,2022,8,2,1900,21.74,22.55,22.26,76.16,83.9,80.4,20.75,21.98,21.59,0.4,0.73,1804,0.38,265.7,19.66,25.4,0.82
28,2022,8,2,2000,21.19,21.8,21.52,83.2,87.1,85.3,21.56,22.34,21.91,0.58,0.85,1920,0.56,266.9,15.44,5.26,0.17
28,2022,8,2,2100,20.92,21.47,21.13,81.2,88.1,85.6,20.47,21.95,21.45,0.51,0.79,2034,0.43,245.8,31.25,0,-0.06
28,2022,8,2,2200,20.96,21.53,21.18,79.2,85.9,81.9,19.84,21.52,20.59,0.55,0.75,2158,0.53,281.2,15.26,0,-0.08
28,2022,8,2,2300,20.72,21.53,21.13,73.58,82.3,78,18.87,20.2,19.54,0.61,0.87,2205,0.54,280.3,27.77,0,-0.07
28,2022,8,2,2400,20.11,21.53,20.9,72.16,83.8,78.97,18.44,20.2,19.5,0.45,0.72,2322,0.36,273.3,35.23,0,-0.08
28,2022,8,3,100,20.11,20.42,20.26,79.4,84.9,81.8,19,19.98,19.42,0.47,0.77,40,0.45,279.1,15.59,0,-0.09
28,2022,8,3,200,19.98,20.99,20.58,75.88,81.6,79.05,18.51,19.71,19.15,0.45,0.68,110,0.39,285.1,29.09,0,-0.09
28,2022,8,3,300,19.54,20.32,19.89,76.22,85.8,80.9,17.97,19.86,18.78,0.4,0.65,209,0.36,285.4,25.97,0,-0.08
28,2022,8,3,400,18.62,19.5,18.96,82,88.7,85.6,17.77,19.68,18.76,0.5,0.83,318,0.44,297.5,29.51,0,-0.07
28,2022,8,3,500,18.99,19.71,19.38,65.8,83.8,76.78,15.1,18.53,17.26,0.48,0.73,431,0.44,286.7,22.93,0,-0.08
28,2022,8,3,600,19.71,20.72,20.19,59.98,70.67,63.31,14.47,16.29,14.96,0.6,0.96,543,0.57,279.5,18.72,1.8,0.02
28,2022,8,3,700,20.72,21.74,21.17,56.32,63.5,60.41,14.5,16.45,15.17,0.5,0.67,601,0.47,274.3,20.17,28.66,2.06
28,2022,8,3,800,20.45,21.67,21.06,62.62,81.8,74.24,16.15,20.5,18.49,0.59,1.08,748,0.54,162,22.85,82.3,7.42
28,2022,8,3,900,21.13,22.14,21.65,78.39,84.9,81.5,19.93,22.32,21.08,1,1.73,851,0.84,168.6,33,608.4,8.35
28,2022,8,3,1000,21.84,24.71,23.47,74.19,82.6,78.85,20.68,24.49,22.79,0.96,1.43,910,0.8,137.8,33.49,1366,44.17
28,2022,8,3,1100,23.73,24.99,24.35,66.47,80.2,76.1,20.28,24.63,23.19,1.08,1.77,1022,0.86,156.9,37.07,1618,63.98
28,2022,8,3,1200,24.38,25.66,24.9,65.8,73.58,69.82,20.57,23.38,21.99,1.27,1.85,1157,1.06,191.8,33.17,1762,69.66
28,2022,8,3,1300,24.58,25.53,25.16,64.85,74.87,71.11,20.6,24.27,22.74,1.39,2.01,1230,1.24,181,26.82,1749,69.54
28,2022,8,3,1400,24.24,25.53,24.98,65.05,78.83,72.37,19.73,24.84,22.91,1.19,1.72,1323,1.09,180,23.16,1537,39.83
28,2022,8,3,1500,23.16,24.17,23.61,66.95,80.6,75.11,19.94,23.26,21.87,1.16,1.56,1430,1.04,183.4,26.17,157.9,7.77
28,2022,8,3,1600,22.62,23.09,22.8,75.61,82.9,78.45,20.75,23.17,21.77,1,1.55,1524,0.92,182.5,22.47,67.05,4.08
28,2022,8,3,1700,22.21,22.75,22.52,73.65,78.93,75.86,19.8,21.84,20.69,1.13,1.61,1654,1.07,207,19.49,44.57,1.95
28,2022,8,3,1800,22.07,22.41,22.22,76.97,81.2,78.94,20.77,21.66,21.15,1.03,1.45,1706,0.94,197.1,23.84,47.13,1.89
28,2022,8,3,1900,19.64,22.14,21.52,66.41,84.8,78.47,16.85,22.21,20.17,1.98,4.47,1857,1.9,198.5,15.51,55.04,2.35
28,2022,8,3,2000,17.81,19.47,18.16,82.2,90,87,17.08,18.94,18.12,2.84,3.8,1908,2.72,200.7,16.04,4.43,0.12
28,2022,8,3,2100,17.81,18.49,18.21,78.96,86,81.8,16.36,17.85,17.1,1.38,2.62,2007,1.23,203.3,26.29,0,-0.08
28,2022,8,3,2200,18.08,18.89,18.25,78.8,87.7,83.9,16.94,18.27,17.59,1.16,2.37,2159,1.03,209,26.84,0,-0.09
28,2022,8,3,2300,17.74,19.03,18.17,76.83,88,84.2,16.76,18.26,17.56,0.8,2.26,2203,0.13,219.6,73.94,0,-0.08
28,2022,8,3,2400,17.61,17.81,17.68,83.8,88.3,85.9,16.94,17.85,17.37,0.34,0.73,2310,0.26,278.4,39.08,0,-0.1
28,2022,8,4,100,17.67,18.35,17.92,83.1,86.9,84.7,16.93,18.32,17.38,0.39,0.65,20,0.31,275.6,36.42,0,-0.1
28,2022,8,4,200,18.01,18.35,18.15,84.2,89.7,87.2,17.47,18.91,18.16,0.45,0.91,157,0.29,259.6,48.73,0,-0.09
28,2022,8,4,300,17.81,18.49,18.18,89.4,91.9,90.6,18.64,19.16,18.91,0.36,0.95,203,0.22,256.4,51.64,0,-0.1
28,2022,8,4,400,17.68,18.22,17.91,82.2,91.9,89.6,17.11,18.87,18.39,0.33,0.59,311,0.2,229.2,50.43,0,-0.09
28,2022,8,4,500,17.47,19.03,18.3,78.7,89.5,83.6,16.96,18.52,17.57,0.66,1.16,457,0.49,200.1,40.82,0,-0.09
28,2022,8,4,600,18.08,18.62,18.43,76.29,83.1,79.38,16.3,17.45,16.82,0.89,1.25,501,0.77,209.5,29.59,1.57,0
28,2022,8,4,700,17.54,18.55,17.77,82.3,89.4,86.7,16.91,19.04,17.63,0.52,1,612,0.15,45.09,68.77,23.47,1.81
28,2022,8,4,800,18.69,19.84,19.39,82.9,91.4,88,18.82,20.37,19.79,0.91,1.33,758,0.46,110,56.94,68.49,6.07
28,2022,8,4,900,18.96,21.33,20.02,83.7,91.8,88.3,19.73,21.77,20.66,1.03,1.49,859,0.78,135.7,39.87,640.6,10.73
28,2022,8,4,1000,21.19,22.01,21.61,82,87.4,85.2,20.97,22.82,21.99,0.89,1.33,947,0.72,91.6,35.05,766.1,28.9
28,2022,8,4,1100,21.67,23.67,22.53,78.66,88,84.3,21.45,24.59,23.01,0.87,1.25,1032,0.73,116,32.71,916,38.35
28,2022,8,4,1200,22.07,24.31,23.39,69.35,83.3,75.91,19.75,23.89,21.83,1.24,2.06,1111,1.05,177.2,31.76,1217,48.64
28,2022,8,4,1300,22.14,24.14,23.11,66.47,76.43,72.43,19.53,21.86,20.47,1.34,1.96,1237,1.15,191.9,30.6,1252,48.56
28,2022,8,4,1400,23.29,24.38,24.02,63.16,73.52,67.83,18.85,21.49,20.25,1.5,2.34,1311,1.31,182.4,28.99,1605,40.72
28,2022,8,4,1500,22.11,23.36,22.51,71.96,84.9,77.26,19.82,22.63,21.05,1.38,2.26,1410,1.3,187.1,19.17,138.6,6.56
28,2022,8,4,1600,22.01,22.41,22.22,72.09,82,76.13,19.46,21.78,20.39,1.21,1.8,1556,1.05,188.9,29.08,72.9,4.08
28,2022,8,4,1700,21.84,22.28,22.01,74.5,79.47,77.58,19.94,20.97,20.52,1,1.73,1604,0.94,201.4,19.73,50.95,2.3
28,2022,8,4,1800,21.6,22.01,21.76,75.34,79.78,78.14,19.76,20.69,20.35,0.79,1.21,1747,0.77,206.3,14.14,36.05,1.35
28,2022,8,4,1900,21.06,21.6,21.34,79.57,83.1,81.7,20.52,20.92,20.74,0.92,1.27,1809,0.9,221,11.39,18.9,0.65
28,2022,8,4,2000,20.65,21.13,20.91,77.58,83.5,80.5,19.04,20.82,19.91,0.88,1.2,2000,0.85,224,14.7,4.27,0.1
28,2022,8,4,2100,20.18,20.72,20.48,79.95,91.4,86.7,19.45,21.94,20.86,1.02,1.27,2031,0.99,218.5,13.48,0,-0.1
28,2022,8,4,2200,20.04,20.31,20.21,89.5,92.7,91.1,21.24,21.9,21.58,0.93,1.2,2156,0.9,218.7,14.12,0,-0.09
28,2022,8,4,2300,19.91,20.18,20.03,84.8,90,87.8,19.86,21.26,20.56,1.18,1.51,2255,1.15,215.4,13.35,0,-0.07
28,2022,8,4,2400,19.84,20.21,20.02,83.3,85.9,84.8,19.61,20.13,19.83,1.1,1.44,2352,1.05,210.8,16.53,0,-0.1
28,2022,8,5,100,19.64,20.18,19.9,83.7,91.6,87.9,19.77,20.97,20.41,1.03,1.37,13,0.99,211.4,16.6,0,-0.09
28,2022,8,5,200,19.03,19.71,19.34,91.8,97.3,94.8,20.93,21.52,21.26,0.87,1.64,135,0.8,184.9,23.19,0,-0.09
28,2022,8,5,300,18.99,19.3,19.14,95.9,97.4,96.4,21.28,21.51,21.36,0.83,1.64,242,0.79,200,17.24,0,-0.09
28,2022,8,5,400,19.23,19.5,19.35,95.4,96.5,95.8,21.25,21.77,21.51,0.61,1.17,301,0.52,177.1,32.59,0,-0.08
28,2022,8,5,500,18.69,19.3,18.91,94,96.3,95.2,20.41,21.54,20.8,0.62,1.31,408,0.54,196.7,28.53,0,-0.09
28,2022,8,5,600,18.42,18.76,18.6,94.9,96.9,96.2,20.44,20.79,20.59,0.31,0.71,533,0.11,166.2,64.82,1.53,-0.03
28,2022,8,5,700,18.35,19.03,18.6,95.1,96.8,96,20.23,21.22,20.58,0.32,0.81,654,0.07,355.7,72.02,32.03,1.79
28,2022,8,5,800,19.03,20.38,19.67,92.3,96.1,94.7,21.12,22.44,21.67,0.61,1.11,742,0.48,105.4,38.06,176.6,9.44
28,2022,8,5,900,20.31,22.41,21.42,85,92.9,88.8,21.91,23.37,22.64,0.84,1.24,847,0.76,119.3,25.48,601.1,11.84
28,2022,8,5,1000,21.7,23.63,22.73,81.2,89.4,85.4,22.69,24.7,23.6,0.82,1.28,931,0.71,116.6,29.24,927,28.73
28,2022,8,5,1100,22.62,25.05,23.78,71.08,89.1,81.7,21.4,25.05,24.01,0.92,1.36,1059,0.63,115.2,45.26,1294,52.24
28,2022,8,5,1200,24.24,25.73,25.08,66.41,78.66,71.5,21.1,24.25,22.74,1.36,1.94,1102,1.06,176.7,38.19,1711,68.53
28,2022,8,5,1300,21.8,25.53,23.01,68.3,91.3,82.6,22.01,24.35,23.13,1.29,2.17,1237,1.15,193.7,27.41,816,34.03
28,2022,8,5,1400,19.1,22.21,20.48,83.3,95.4,89.6,19.32,23.81,21.59,1.4,1.8,1331,1.33,224.3,18.29,270.9,11.77
28,2022,8,5,1500,19.37,20.79,20.2,95.4,97.7,96.7,21.45,23.81,22.89,1.06,1.59,1418,1.02,224.9,15.31,186.3,8.79
28,2022,8,5,1600,18.96,20.79,19.58,92.1,97.6,95.8,20.61,23.91,21.83,1.29,2.26,1529,1.19,237.6,22.41,140.1,6.36
28,2022,8,5,1700,18.42,20.38,19.53,85.5,96.7,91.9,19.33,23.13,20.89,1.45,2.12,1625,1.35,232.8,21.57,137.4,5.73
28,2022,8,5,1800,18.76,19.64,19.19,85.5,95.4,91.3,18.73,21.34,20.29,1.13,1.75,1727,1.02,235.1,25.75,120.2,5.25
28,2022,8,5,1900,19.3,20.45,19.97,80.2,93,86.5,18.33,21.59,20.18,0.88,1.65,1803,0.71,225.6,35.57,67.41,2.79
28,2022,8,5,2000,17.67,19.57,18.74,80.5,96.7,91,17.38,21.33,19.67,1.09,2.49,1930,0.79,220.6,42.37,6.07,0.19
28,2022,8,5,2100,17.4,19.03,18.22,91.3,96.4,94,18.88,20.41,19.66,1.41,2.04,2027,1.29,223.7,24.11,0,-0.09
28,2022,8,5,2200,16.79,19.57,18.48,92.4,98.7,95.3,17.83,21.67,20.27,1.09,2.34,2142,0.77,257.8,44.05,0,-0.08
28,2022,8,5,2300,17.54,18.89,18.43,94.5,97.4,96.5,18.94,20.85,20.45,0.73,1.6,2201,0.48,254.3,47.35,0,-0.1
28,2022,8,5,2400,17.81,18.35,18.07,95.4,99,97.8,19.94,20.69,20.27,0.83,2.16,2322,0.67,235.6,35.49,0,-0.08
28,2022,8,6,100,18.22,18.35,18.25,98.6,99,98.8,20.62,20.86,20.69,0.46,0.91,52,0.32,258.1,45.09,0,-0.08
28,2022,8,6,200,18.15,18.29,18.2,98.5,99.1,98.7,20.53,20.81,20.62,0.57,1.12,115,0.41,224,43.63,0,-0.09
28,2022,8,6,300,18.15,18.62,18.43,98,99,98.6,20.45,21.17,20.9,0.72,1.19,230,0.58,215.9,35.98,0,-0.09
28,2022,8,6,400,17.88,18.22,18.05,98.5,99.2,98.8,20.2,20.75,20.44,0.33,0.6,342,0.05,159,74.74,0,-0.08
28,2022,8,6,500,18.01,18.55,18.33,98.8,99.5,99.1,20.4,21.23,20.87,0.3,0.55,404,0.13,199.9,60.98,0,-0.08
28,2022,8,6,600,17.54,17.98,17.83,98.7,99.3,99,19.82,20.46,20.21,0.28,0.28,501,0.07,319.4,70.88,1.58,-0.03
28,2022,8,6,700,17.47,17.95,17.64,99,99.5,99.2,19.75,20.45,20,0.29,0.65,652,0.02,346.9,77.65,31.95,1.64
28,2022,8,6,800,17.95,18.83,18.45,99.2,99.6,99.4,20.43,21.62,21.1,0.32,0.8,746,0.25,88.3,36.7,161.1,8.13
28,2022,8,6,900,18.76,19.37,19.1,99,99.6,99.3,21.47,22.36,21.95,0.33,0.73,831,0.28,94.4,32.35,349.8,15.15
28,2022,8,6,1000,19.2,20.52,19.79,98,99.6,99.2,22.05,24.01,22.89,0.52,1.16,958,0.38,127.7,41.92,568.7,25
28,2022,8,6,1100,20.18,21.53,20.79,91.9,99,96.5,22.8,24.93,23.68,0.64,1.27,1015,0.39,94.7,50.54,639.7,27.33
28,2022,8,6,1200,21.43,22.75,21.9,83.5,96.3,89.4,21.76,25.57,23.48,0.64,1.19,1107,0.31,87.1,57.79,631.8,26.72
28,2022,8,6,1300,21.33,23.9,22.31,77.17,92.3,86,21.54,24.95,23.15,0.68,1.19,1207,0.29,186.1,61.53,626.4,26.81
28,2022,8,6,1400,18.69,22.07,20.54,81.5,95.1,88.4,20.08,23.66,21.35,0.75,1.25,1344,0.51,269.8,46.47,132.1,5.58
28,2022,8,6,1500,18.55,19.27,18.91,90.8,97.7,96,19.49,21.77,20.98,0.41,0.91,1406,0.22,288.9,55.21,139.3,6.15
28,2022,8,6,1600,19.23,19.84,19.55,97.5,98.9,98.2,21.72,22.87,22.33,0.31,0.64,1501,0.08,77.09,69.14,196,9.6
28,2022,8,6,1700,19.16,20.11,19.74,92.2,97.6,95.6,20.93,22.46,21.98,0.29,0.43,1617,0.09,294.7,67.82,156,6.68
28,2022,8,6,1800,20.11,20.45,20.28,91.3,96.2,94.1,21.76,23.12,22.39,0.28,0.45,1759,0.16,299,52.89,128.5,5.87
28,2022,8,6,1900,20.05,20.55,20.32,92.1,95.9,94.6,22.03,22.84,22.55,0.28,0.29,1801,0.08,237.3,67.87,64.23,2.8
28,2022,8,6,2000,19.3,20.05,19.65,89.8,95.5,93.5,20.4,22.34,21.39,0.34,0.72,1959,0.32,241.9,20.2,6.13,0.18
28,2022,8,6,2100,19.27,20.01,19.57,84.2,92.3,88.9,19.08,21.11,20.22,0.56,1.08,2003,0.48,223.3,30.78,0,-0.1
28,2022,8,6,2200,18.76,19.33,19.03,85.7,90.6,87.7,18.83,19.74,19.29,0.68,1.15,2123,0.54,219.9,35.68,0,-0.09
28,2022,8,6,2300,18.22,19.03,18.46,86.6,92,90.1,18.85,19.53,19.13,0.59,1.39,2208,0.17,284.2,68.47,0,-0.1
28,2022,8,6,2400,18.08,18.69,18.41,88.5,94.3,92.6,18.91,20.17,19.59,0.75,1.4,2304,0.42,198.7,53.76,0,-0.09
28,2022,8,7,100,18.15,18.49,18.32,93.2,94.8,94.1,19.63,19.94,19.8,0.35,0.96,40,0.11,329.7,66.32,0,-0.1
28,2022,8,7,200,18.01,18.35,18.18,94.2,95.8,95,19.55,20.04,19.83,0.4,0.83,104,0.21,304.5,55.23,0,-0.1
28,2022,8,7,300,17.67,18.08,17.83,94.5,96,95.2,19.14,19.76,19.43,0.35,0.6,212,0.29,283.3,34.69,0,-0.08
28,2022,8,7,400,17.4,17.67,17.56,95.1,97.6,96,19.06,19.44,19.26,0.37,0.61,348,0.31,276,31.52,0,-0.1
28,2022,8,7,500,17.34,17.74,17.48,93.6,98.1,96.5,18.75,19.61,19.26,0.44,0.72,455,0.42,261,16.09,0,-0.08
28,2022,8,7,600,17.54,17.81,17.65,92.3,95.3,94.4,18.49,19.32,19.04,0.39,0.73,554,0.35,280.4,23.2,2.36,0.07
28,2022,8,7,700,17.74,18.62,18.23,92.4,94.8,93.6,19.24,20.05,19.59,0.38,0.79,643,0.22,181.3,52.69,38.49,2.36
28,2022,8,7,800,18.62,19.33,18.93,92.5,96.3,94.8,20.2,21.43,20.74,0.55,0.85,800,0.52,139.1,17.82,100.8,4.85
28,2022,8,7,900,19.16,21.26,20.35,87.1,95,91,20.8,22.69,21.74,0.75,1.03,810,0.68,121.8,25.07,721,6.57
28,2022,8,7,1000,21.19,22.82,21.98,82.7,92,87.1,22.33,23.89,22.99,0.79,1.12,928,0.71,105.4,26.5,1068,31.53
28,2022,8,7,1100,22.14,24.17,23.29,67.9,88.4,79.82,18.61,24.55,22.81,0.92,1.72,1049,0.62,95.3,45.99,1541,62.1
28,2022,8,7,1200,22.14,24.04,22.95,68.1,83.5,77.09,19.59,23.15,21.57,0.49,1.15,1123,0.34,151.8,44.68,640.6,26.38
28,2022,8,7,1300,21.87,24.71,22.99,67.76,85.1,78.83,20.59,23.82,22.1,0.54,1.23,1245,0.42,181.5,38.82,1016,42.08
28,2022,8,7,1400,21.7,24.99,22.5,69.42,84.6,79.33,20.52,22.87,21.58,0.79,1.19,1335,0.73,216.4,22.37,222.7,9.31
28,2022,8,7,1500,21.57,22.62,21.95,79.27,89.8,84.1,21.17,23.15,22.16,0.99,1.39,1411,0.91,215.1,23.75,227.9,8.42
28,2022,8,7,1600,20.79,21.57,21.16,88.4,94.2,91.2,22,23.9,22.89,0.65,1.17,1501,0.43,275.4,47.03,195.4,8.93
28,2022,8,7,1700,19.71,21.33,20.69,91.9,96.6,94.5,21.72,23.81,23.06,0.49,1.01,1633,0.21,140,61.73,72.23,2.94
28,2022,8,7,1800,18.96,19.71,19.36,87.9,96.5,92.3,19.77,21.81,20.73,0.83,1.52,1714,0.61,232.9,41.82,57.96,2.68
28,2022,8,7,1900,19.57,20.45,20.1,75.07,91.1,81.2,18.04,20.78,19.09,0.37,0.73,1801,0.21,290.3,53.89,30.28,1.38
28,2022,8,7,2000,19.91,20.38,20.15,75.41,80.8,77.27,17.95,18.78,18.23,0.37,0.67,1901,0.32,274.4,28,2.82,0.1
28,2022,8,7,2100,20.18,20.92,20.6,75.88,80.1,77.53,18.24,19.15,18.8,0.28,0.36,2001,0.24,269.3,33.39,0,-0.08
28,2022,8,7,2200,20.04,21.06,20.65,76.49,79.95,77.7,18.44,19.52,18.91,0.32,0.83,2148,0.2,282.3,48.33,0,-0.08
28,2022,8,7,2300,19.57,20.45,19.94,79,84.3,81.8,18.61,19.5,19.05,0.45,0.83,2245,0.35,246.5,38.31,0,-0.07
28,2022,8,7,2400,20.25,20.65,20.38,72.7,78.25,74.37,17.45,18.73,17.79,0.56,1.01,2353,0.52,224.9,23.3,0,-0.08
28,2022,8,8,100,19.6,20.25,19.92,75.14,77.85,76.09,17.39,18.24,17.69,0.55,0.91,1,0.53,214.5,17.48,0,-0.08
28,2022,8,8,200,18.96,19.64,19.29,77.07,83.7,79.98,17.53,18.35,17.88,0.44,0.91,133,0.24,305.9,54.55,0,-0.08
28,2022,8,8,300,18.55,19.16,18.85,83,87.1,85,18.04,19.04,18.48,0.35,0.67,239,0.19,302.8,55.23,0,-0.09
28,2022,8,8,400,18.28,18.69,18.43,85.3,89.8,87.7,18.14,18.98,18.58,0.35,0.77,315,0.29,235.5,35.35,0,-0.07
28,2022,8,8,500,18.22,18.76,18.51,83.3,91.3,88.8,17.87,19.29,18.91,0.35,0.61,407,0.21,258.4,50.95,0,-0.1
28,2022,8,8,600,17.88,18.22,18.08,90,95.2,91.9,18.65,19.48,19.05,0.29,0.48,520,0.17,234.7,52.52,1.5,0.01
28,2022,8,8,700,17.88,18.89,18.37,88,96.1,92.7,19.04,20.04,19.57,0.35,0.71,655,0.2,211,53.61,37.86,1.71
28,2022,8,8,800,18.15,19.43,18.75,89.4,96.5,94.2,19.48,21.12,20.37,0.39,0.72,758,0.22,184.2,54.16,128.4,5.13
28,2022,8,8,900,19.47,21.33,20.32,87.2,94.6,90.9,21.02,22.56,21.66,0.6,0.99,830,0.53,108.4,28.99,622.7,7.48
28,2022,8,8,1000,21.26,23.83,22.73,78.52,89.4,83.9,21.81,24.56,23.16,0.94,1.31,954,0.86,116.8,23.9,1537,49.61
28,2022,8,8,1100,21.06,23.8,22.11,79.74,91.7,87.5,22.07,24.37,23.25,0.79,1.31,1004,0.62,127.4,36.82,518.7,22.17
28,2022,8,8,1200,21.47,25.32,23.2,60.65,87.5,76.61,19.58,23.6,21.71,0.84,1.45,1140,0.49,168.8,51.76,1348,53.98
28,2022,8,8,1300,22.35,23.23,22.71,70.98,81.6,77.38,19.8,22.94,21.36,0.51,1.32,1238,0.11,72.89,72.12,404.5,18.09
28,2022,8,8,1400,22.35,22.95,22.59,78.59,87.3,83.5,21.7,23.75,22.87,0.51,0.93,1400,0.31,95.7,51.38,416.7,16.94
28,2022,8,8,1500,21.47,22.72,21.92,76.83,88.9,84.9,20.57,24.21,22.34,0.4,0.95,1406,0.1,287.7,70.19,146.9,5.84
28,2022,8,8,1600,20.59,21.47,20.93,81.3,86.6,84.5,20.11,21.74,20.91,0.46,0.76,1536,0.41,281.4,25.22,92.8,4.03
28,2022,8,8,1700,20.86,21.53,21.21,78.39,86,83.2,19.89,21.56,20.95,0.33,0.59,1642,0.25,289.2,41.27,143,6.49
28,2022,8,8,1800,20.79,21.6,21.15,79.1,84.3,82.2,19.49,21.48,20.63,0.4,0.64,1751,0.37,278.5,19.42,75.78,3.31
28,2022,8,8,1900,20.18,20.79,20.45,71.01,84.7,80,17.42,20.09,19.23,0.63,0.88,1844,0.55,264,28.56,19.73,0.76
28,2022,8,8,2000,20.59,21.19,20.86,69.05,76.76,72.62,17.26,18.76,17.89,0.63,0.87,1906,0.6,290.8,17.14,3.39,0.07
28,2022,8,8,2100,20.72,21.33,21.04,69.05,76.49,71.48,17.42,18.85,17.81,0.63,0.79,2100,0.61,290.4,12.99,0,-0.08
28,2022,8,8,2200,20.72,21.2,21.01,68.91,74.06,70.61,17.19,18.23,17.56,0.59,0.77,2101,0.54,285.5,24.49,0,-0.08
28,2022,8,8,2300,20.38,20.75,20.6,72.57,86,79.9,17.73,20.57,19.38,0.68,1.05,2255,0.65,238.4,17.22,0,-0.09
28,2022,8,8,2400,20.11,20.52,20.33,84.9,88.8,87,20.31,20.94,20.75,0.7,1.03,2335,0.6,232.7,30.12,0,-0.08
28,2022,8,9,100,19.64,20.18,19.91,88.1,91,89.7,20.66,21.18,20.84,0.68,1.36,21,0.32,198.3,59.03,0,-0.09
28,2022,8,9,200,19.03,19.71,19.41,90.6,92.7,91.5,20.27,20.92,20.62,0.48,0.95,137,0.25,346.2,56.63,0,-0.09
28,2022,8,9,300,18.22,19.16,18.53,91.7,98.3,95.9,20.24,20.76,20.45,0.37,0.72,220,0.19,205.3,56.94,0,-0.09
28,2022,8,9,400,17.67,18.22,17.93,97.7,99,98.3,19.78,20.54,20.19,0.42,0.99,345,0.2,188.2,58.6,0,-0.09
28,2022,8,9,500,17.54,17.91,17.74,97.9,99,98.6,19.61,20.29,20.01,0.43,0.79,428,0.12,204.6,69.06,0,-0.09
28,2022,8,9,600,17.34,17.78,17.52,92.6,98.5,96.2,18.8,19.81,19.26,0.49,0.81,503,0.32,234.7,47.34,1.36,-0.02
28,2022,8,9,700,17.81,19.06,18.61,87.3,92.5,89.2,18.4,20.35,19.12,0.4,0.79,658,0.31,184.8,39.27,25.39,1.99
28,2022,8,9,800,18.93,19.57,19.28,91.8,94.4,93.1,20.12,21.35,20.82,0.6,1.05,758,0.55,146.9,21.43,85.3,4.09
28,2022,8,9,900,19.57,21.74,20.8,86.1,94,90.1,20.86,23.23,22.12,0.84,1.35,844,0.68,117.3,34.97,834,7.46
28,2022,8,9,1000,21.6,23.16,22.42,80.4,89.3,85.3,22.14,23.99,23.12,1.04,1.37,954,0.98,87.3,19.24,1342,40.51
28,2022,8,9,1100,21.47,23.67,22.37,76.9,89.4,84.6,21.79,24.38,22.86,0.66,1.05,1001,0.39,109.4,51.79,498.6,20.73
28,2022,8,9,1200,20.11,21.87,21.1,88.6,94.7,92.1,21.04,23.5,23.03,0.51,1.2,1200,0.18,113.3,65.27,40.96,2.08
28,2022,8,9,1300,20.11,22.41,20.82,76.56,92.7,87.9,20.28,23.18,21.59,0.44,1.37,1203,0.27,189.7,50.16,357.8,15.62
28,2022,8,9,1400,21.26,22.62,21.99,76.63,88.1,83.5,20.77,23.45,22.04,0.81,1.64,1327,0.59,195,41.81,390.7,15.79
28,2022,8,9,1500,20.25,21.33,20.66,86.3,95.4,91.8,21.44,22.83,22.33,0.48,1.23,1413,0.19,206.1,62.66,78.13,3.31
28,2022,8,9,1600,20.04,20.38,20.21,90.6,97.7,94,21.33,23.29,22.27,0.72,1.37,1529,0.31,238.1,61.34,155.9,6.93
28,2022,8,9,1700,20.31,20.92,20.65,96.7,97.7,97.3,23.2,24.09,23.68,0.36,0.68,1658,0.16,125.3,60.05,148.3,7.17
28,2022,8,9,1800,19.64,20.92,20.2,97.1,98.9,98.1,22.52,24.09,23.21,0.5,0.76,1728,0.31,116.8,50.04,48.43,2.26
28,2022,8,9,1900,19.03,19.77,19.35,89.5,98.9,96,20.42,22.52,21.53,0.48,0.83,1841,0.29,257.4,50.61,19.84,0.83
